housecode,name,line,station,residential,area,type,houseArea,orientation,decoration,floor,buildingTime,buildingType,follow,unitPrice,totalPrice,tags,href
106101652041,精装套三，带阳台。诚心出售，居家装修,1号线(科学城-韦家碾),韦家碾站,荆竹小区3号院 ,驷马桥,3室2厅 , 111平米 , 东 , 简装 , 高楼层(共6层) , 2007年建 , 板楼,2,12343,137,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106101652041.html
106102044968,绿地中庭套四 业主装修保养好 居家安静,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室2厅 , 120.02平米 , 北 , 精装 , 中楼层(共20层) , 2016年建 , 塔楼,5,17664,212,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106102044968.html
106102603107,荆竹小区5号院 2室1厅 75万,1号线(科学城-韦家碾),韦家碾站,荆竹小区5号院 ,驷马桥,2室1厅 , 74.58平米 , 东南 , 简装 , 高楼层(共6层)  ,, 板楼,2,10057,75,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106102603107.html
106103018041,小区中庭位置  户型方正中间楼层标准套三双卫,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 102平米 , 北 , 精装 , 中楼层(共21层)  ,, 塔楼,5,19608,200,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103018041.html
106103108626,双水康城大套三 1号线韦家碾地铁 南北双公园,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,3室2厅 , 108.61平米 , 东 东南 , 简装 , 低楼层(共6层)  ,, 板楼,2,10018,108.8,vr:VR房源,https://cd.lianjia.com/ershoufang/106103108626.html
106103461111,绿地世纪城精装套二 朝南采光好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 74.14平米 , 南 , 精装 , 高楼层(共18层) , 2016年建 , 塔楼,1,15107,112,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103461111.html
106103522614,1号线韦家碾旁 绿地世纪城 套四双卫 采光好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室1厅 , 121平米 , 北 , 简装 , 低楼层(共20层) , 2016年建 , 塔楼,1,17769,215,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103522614.html
106103609880,沙河凤凰城清水两室一厅一厨一卫，小区优美,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,2室1厅 , 61.86平米 , 北 , 简装 , 中楼层(共7层)  ,, 暂无数据,5,10831,67,vr:VR房源,https://cd.lianjia.com/ershoufang/106103609880.html
106103646899,此房为通透户型，楼层好，采光充足，配套齐全,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,3室1厅 , 84平米 , 东南 , 简装 , 高楼层(共6层)  ,, 板楼,1,10239,86,vr:VR房源,https://cd.lianjia.com/ershoufang/106103646899.html
106103799809,绿地世纪城套四双卫，安静不临街,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室2厅 , 119.71平米 , 北 , 精装 , 高楼层(共20层) , 2016年建 , 塔楼,0,17961,215,vr:VR房源,https://cd.lianjia.com/ershoufang/106103799809.html
106103917353,客厅带阳台 朝小区中庭 居家安静 朝南,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 102.88平米 , 北 , 毛坯 , 高楼层(共24层)  ,, 塔楼,2,17497,180,subway:近地铁;vr:VR房源,https://cd.lianjia.com/ershoufang/106103917353.html
106101166554,绿地世纪城标准套二，户型方正位置安静。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 74.1平米 , 南 , 精装 , 高楼层(共18层) , 2016年建 , 塔楼,4,16195,120,subway:近地铁;vr:VR房源;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106101166554.html
106101747470,绿地世纪城简装套二带花园采光充足,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 68平米 , 西 , 毛坯 , 低楼层(共21层) , 2016年建 , 塔楼,1,18824,128,subway:近地铁;five:房本满两年;haskey:随时看房,https://cd.lianjia.com/ershoufang/106101747470.html
106102759568,业主自住装修  朝小区中庭 居家安静,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 71.17平米 , 东 , 精装 , 低楼层(共21层) , 2016年建 , 塔楼,3,15456,110,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106102759568.html
106100968120,中庭套二，装修保养好，房东换房急售，看房方便！,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 86.83平米 , 北 , 简装 , 高楼层(共20层) , 2016年建 , 塔楼,1,18082,157,five:房本满两年,https://cd.lianjia.com/ershoufang/106100968120.html
106101649156,绿地世纪城标准套二 楼层适中 小区档次高居住舒适度高,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 74平米 , 东 , 精装 , 高楼层(共21层) , 2016年建 , 塔楼,3,15541,115,subway:近地铁;haskey:随时看房,https://cd.lianjia.com/ershoufang/106101649156.html
106102455275,绿地世纪城 竖厅套二 对中庭有装修可看房,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 75.77平米 , 南 , 精装 , 低楼层(共21层) , 2016年建 , 塔楼,2,15178,115,subway:近地铁,https://cd.lianjia.com/ershoufang/106102455275.html
106102553274,绿地世纪城精装修套四，房子南北朝向，带家具家电。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,4室2厅 , 120平米 , 北 , 精装 , 中楼层(共20层) , 2016年建 , 塔楼,1,18334,220,subway:近地铁,https://cd.lianjia.com/ershoufang/106102553274.html
106102752954,绿地世纪城精装修套二，有家具家电。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 75.74平米 , 南 , 精装 , 中楼层(共18层) , 2016年建 , 塔楼,1,15976,121,subway:近地铁,https://cd.lianjia.com/ershoufang/106102752954.html
106103041430,中间楼层采光好，近地铁，随时看房，诚心出售,1号线(科学城-韦家碾),韦家碾站,荆竹小区6号院 ,驷马桥,2室2厅 , 74平米 , 南 , 毛坯 , 高楼层(共6层) , 1999年建 , 板楼,0,10811,80,subway:近地铁,https://cd.lianjia.com/ershoufang/106103041430.html
106103374236,若您想在三环内买个标准套二 价格70万 就看这套哟,1号线(科学城-韦家碾),韦家碾站,荆竹小区4号院 ,驷马桥,2室1厅 , 74.56平米 , 东南 , 毛坯 , 高楼层(共6层) , 2007年建 , 板楼,3,9523,71,subway:近地铁,https://cd.lianjia.com/ershoufang/106103374236.html
106103025713,多层商品房住宅，居家装修，公摊小 安静 采光好,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,2室1厅 , 85.23平米 , 东 , 简装 , 低楼层(共6层) , 2006年建 , 板楼,3,12320,105,subway:近地铁;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103025713.html
106103354382,绿地品质大盘 改善大套三 户型通透 相望音乐公园,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 106.8平米 , 西 , 精装 , 中楼层(共20层) , 2016年建 , 塔楼,2,17791,190,subway:近地铁;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103354382.html
106101109248,一号线地铁口 绿地品质 套一改套三 拎包入住 满两年,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 50.48平米 , 北 , 精装 , 中楼层(共21层) , 2016年建 , 塔楼,2,16839,85,subway:近地铁;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106101109248.html
106102223674,绿地世纪城标准大套三，户型方正，采光充足。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 107平米 , 西 , 简装 , 中楼层(共20层) , 2016年建 , 塔楼,5,19159,205,subway:近地铁,https://cd.lianjia.com/ershoufang/106102223674.html
106103382490,荆竹小区7号院，套三，提前预约，随时可看。,1号线(科学城-韦家碾),韦家碾站,荆竹小区7号院 ,驷马桥,3室2厅 , 111.02平米 , 南 , 简装 , 高楼层(共6层) , 1999年建 , 板楼,3,9638,107,subway:近地铁,https://cd.lianjia.com/ershoufang/106103382490.html
106103707549,绿地世纪城标准大套三，户型方正，位置安静。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 106.8平米 , 西 , 简装 , 低楼层(共20层) , 2016年建 , 塔楼,6,16386,175,subway:近地铁;five:房本满两年,https://cd.lianjia.com/ershoufang/106103707549.html
106102311927,绿地世纪城双阳台套二，对中庭有装修可看房,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 88.96平米 , 东 , 精装 , 高楼层(共20层) , 2016年建 , 塔楼,2,15738,140,subway:近地铁;vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106102311927.html
106102255072,绿地世纪城精装修套三，有家具家电,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 86.5平米 , 南 , 精装 , 中楼层(共20层) , 2016年建 , 塔楼,1,19422,168,subway:近地铁,https://cd.lianjia.com/ershoufang/106102255072.html
106101941771,绿地世纪城 标准套三清水房 对中庭,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 86平米 , 南 , 毛坯 , 中楼层(共20层) , 2013年建 , 塔楼,4,20931,180,subway:近地铁;vr:VR房源;haskey:随时看房,https://cd.lianjia.com/ershoufang/106101941771.html
106102968696,双水康城  清水套一，对中庭采光视野好,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.28平米 , 东 , 毛坯 , 高楼层(共6层)  ,, 板楼,7,9486,42,vr:VR房源;five:房本满两年,https://cd.lianjia.com/ershoufang/106102968696.html
106103900114,原始户型 视野开阔无遮挡 标准套三 诚售,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 92平米 , 南 北 , 其他 , 高楼层(共24层)  ,, 塔楼,2,16087,148,haskey:随时看房,https://cd.lianjia.com/ershoufang/106103900114.html
106103850960,户型方正，交通方便，配套齐全，可拎包入住,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,3室2厅 , 106.3平米 , 南 , 简装 , 高楼层(共6层)  ,, 板楼,0,10631,113,,https://cd.lianjia.com/ershoufang/106103850960.html
106104259102,装修保养好的精致套一，户型方正,1号线(科学城-韦家碾),韦家碾站,凤翔云庭 ,驷马桥,1室1厅 , 51平米 , 南 , 其他 , 高楼层(共20层)  ,, 塔楼,0,12746,65,haskey:随时看房,https://cd.lianjia.com/ershoufang/106104259102.html
106101866273,沙河凤凰城装修套三，可直接入住，带花园,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,3室1厅 , 83平米 , 南 , 精装 , 低楼层(共7层) , 2012年建 , 暂无数据,1,13856,115,vr:VR房源,https://cd.lianjia.com/ershoufang/106101866273.html
106103767680,荆竹小区标准套二 户型通透 近地铁 低总价,1号线(科学城-韦家碾),韦家碾站,荆竹小区5号院 ,驷马桥,2室1厅 , 74.58平米 , 东北 , 精装 , 中楼层(共6层) , 2000年建 , 板楼,1,9923,74,subway:近地铁;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103767680.html
106102406834,此房楼层好，采光充足，配套设施齐全，交通便利,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.28平米 , 南 , 毛坯 , 低楼层(共6层)  ,, 板楼,3,10841,48,,https://cd.lianjia.com/ershoufang/106102406834.html
106102406849,此房楼层好，采光充足，配套设施齐全，交通便利,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.71平米 , 南 , 毛坯 , 低楼层(共6层)  ,, 板楼,0,12302,55,,https://cd.lianjia.com/ershoufang/106102406849.html
106101188358,绿地世纪城标准套一，房子无按揭无抵押，过户方便。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 49.8平米 , 北 , 精装 , 高楼层(共21层) , 2016年建 , 塔楼,2,17069,85,subway:近地铁,https://cd.lianjia.com/ershoufang/106101188358.html
106102032308,低密度小区，标准套一，中间楼层。,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,1室1厅 , 42.5平米 , 南 , 毛坯 , 中楼层(共7层) , 2004年建 , 暂无数据,2,11012,46.8,vr:VR房源,https://cd.lianjia.com/ershoufang/106102032308.html
106101420053,绿地世纪城标准套一，户型方正，交通便利,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 53平米 , 南 , 精装 , 中楼层(共18层) , 2016年建 , 塔楼,2,15944,84.5,subway:近地铁,https://cd.lianjia.com/ershoufang/106101420053.html
106102032461,沙河凤凰城标准套一方正的不行小区环境很好,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,1室1厅 , 42.5平米 , 南 , 简装 , 中楼层(共7层) , 2012年建 , 平房,3,11012,46.8,vr:VR房源,https://cd.lianjia.com/ershoufang/106102032461.html
106103593125,中环路旁园林式小区顶跃6+1，绿化高，交通方便,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,2室2厅 , 83.6平米 , 东南 , 简装 , 高楼层(共7层)  ,, 暂无数据,4,10168,85,vr:VR房源,https://cd.lianjia.com/ershoufang/106103593125.html
106102297682,绿地世纪城 朝南套一 简单装修,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室2厅 , 53.01平米 , 南 , 简装 , 中楼层(共21层) , 2016年建 , 塔楼,2,14149,75,subway:近地铁,https://cd.lianjia.com/ershoufang/106102297682.html
106102630594,刚需看过来，户型方正，交通方便,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.6平米 , 北 , 简装 , 高楼层(共6层) , 2003年建 , 板楼,1,10090,45,,https://cd.lianjia.com/ershoufang/106102630594.html
106104241649,双水康城A区 1室1厅 55万,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.58平米 , 南 , 其他 , 中楼层(共6层)  ,, 板楼,2,12338,55,haskey:随时看房,https://cd.lianjia.com/ershoufang/106104241649.html
106103813579,带30平米的花园 简装套二 户型方正 采光很好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室2厅 , 68.48平米 , 西南 , 简装 , 低楼层(共21层) , 2016年建 , 塔楼,7,17378,119,subway:近地铁;five:房本满两年,https://cd.lianjia.com/ershoufang/106103813579.html
106103854392,荆竹小区 标准套一 简单装修 楼层好,1号线(科学城-韦家碾),韦家碾站,荆竹小区6号院 ,驷马桥,1室1厅 , 47.29平米 , 南 , 其他 , 中楼层(共6层) , 1999年建 , 板楼,1,11631,55,subway:近地铁;taxfree:房本满五年,https://cd.lianjia.com/ershoufang/106103854392.html
106103994069,绿地世纪城一楼带花园套二居家安静,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 60.85平米 , 东 , 其他 , 低楼层(共21层) , 2016年建 , 塔楼,1,18899,115,subway:近地铁;five:房本满两年,https://cd.lianjia.com/ershoufang/106103994069.html
106104118414,双水康城A区三室一厅一厨一卫，中间楼层，采光通风好,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,3室1厅 , 87.2平米 , 东北 , 精装 , 低楼层(共6层)  ,, 板楼,8,11468,100,vr:VR房源,https://cd.lianjia.com/ershoufang/106104118414.html
106104121890,绿地世纪城  标准套一  密码锁 采光好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 49.88平米 , 南 , 简装 , 高楼层(共18层) , 2016年建 , 塔楼,4,14636,73,five:房本满两年,https://cd.lianjia.com/ershoufang/106104121890.html
106104225108,绿地世纪城 3室2厅 192万,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 86.58平米 , 南 , 其他 , 中楼层(共20层) , 2016年建 , 塔楼,0,22177,192,subway:近地铁,https://cd.lianjia.com/ershoufang/106104225108.html
106103467241,双水康城标准套二 户型方正对中庭,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,2室1厅 , 74.42平米 , 东 , 毛坯 , 低楼层(共6层)  ,, 板楼,0,12094,90,haskey:随时看房,https://cd.lianjia.com/ershoufang/106103467241.html
106103257937,刚需看过来，标准套一   采光好  视野好,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 45平米 , 南 , 简装 , 高楼层(共6层) , 2003年建 , 板楼,1,10000,45,,https://cd.lianjia.com/ershoufang/106103257937.html
106103609090,中间楼层，采光好，离地铁，环境安静。,1号线(科学城-韦家碾),韦家碾站,荆竹小区7号院 ,驷马桥,1室1厅 , 47平米 , 东南 , 毛坯 , 中楼层(共6层) , 1999年建 , 板楼,5,10745,50.5,subway:近地铁,https://cd.lianjia.com/ershoufang/106103609090.html
106103631066,绿地世纪城大套三对中庭看游泳池,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 107平米 , 北 , 简装 , 中楼层(共20层) , 2016年建 , 塔楼,0,17010,182,subway:近地铁,https://cd.lianjia.com/ershoufang/106103631066.html
106103671124,多层商品房住宅，正规二居室  公摊小 采光视野好,1号线(科学城-韦家碾),韦家碾站,沙河北岸 ,驷马桥,2室2厅 , 79.32平米 , 西北 , 简装 , 中楼层(共6层) , 2006年建 , 板楼,0,12860,102,subway:近地铁,https://cd.lianjia.com/ershoufang/106103671124.html
106103700048,双水康城标准套二，带天井，一楼方便。,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,2室2厅 , 72.67平米 , 东北 , 其他 , 低楼层(共6层) , 2003年建 , 板楼,1,12110,88,,https://cd.lianjia.com/ershoufang/106103700048.html
106103700921,双水康城标准套一，采光好，客厅带阳台。,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.27平米 , 西南 , 其他 , 高楼层(共6层) , 2005年建 , 板楼,0,10165,45,,https://cd.lianjia.com/ershoufang/106103700921.html
106103705557,2.5环地铁口双公园旁跃层大套三,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,3室1厅 , 107平米 , 北 , 简装 , 高楼层(共6层) , 2004年建 , 板楼,3,10748,115,,https://cd.lianjia.com/ershoufang/106103705557.html
106103776290,绿地世纪城次新小区，双卫，配套成熟，出行方便。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 103平米 , 南 , 简装 , 高楼层(共24层)  ,, 塔楼,0,18447,190,subway:近地铁,https://cd.lianjia.com/ershoufang/106103776290.html
106103804466,此房满两年，精装修。视野宽阔，看露天音乐，楼层好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,1室1厅 , 53.01平米 , 南 , 简装 , 中楼层(共21层) , 2016年建 , 塔楼,0,15847,84,subway:近地铁,https://cd.lianjia.com/ershoufang/106103804466.html
106103865268,荆竹小区，简装1居室，厨房带阳台，户型通透，低楼层,1号线(科学城-韦家碾),韦家碾站,荆竹小区5号院 ,驷马桥,1室1厅 , 47.5平米 , 东南 , 其他 , 低楼层(共6层) , 2000年建 , 板楼,2,10527,50,subway:近地铁,https://cd.lianjia.com/ershoufang/106103865268.html
106103880031,绿地世纪城带花园套三，对中庭。,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 84.18平米 , 东 , 其他 , 低楼层(共20层) , 2016年建 , 塔楼,3,22571,190,subway:近地铁,https://cd.lianjia.com/ershoufang/106103880031.html
106103947984,绿地世纪城三期精装套三带家具家电,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室2厅 , 91平米 , 东南 , 精装 , 中楼层(共24层)  ,, 塔楼,0,17583,160,,https://cd.lianjia.com/ershoufang/106103947984.html
106103963830,沙河凤凰城 套一出售 交通便利,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,1室1厅 , 43.3平米 , 东 , 毛坯 , 中楼层(共7层)  ,, 暂无数据,0,11548,50,,https://cd.lianjia.com/ershoufang/106103963830.html
106103988097,双水康城A区 2室1厅 76万,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,2室1厅 , 76平米 , 东南 , 其他 , 低楼层(共6层) , 2003年建 , 板楼,4,10000,76,,https://cd.lianjia.com/ershoufang/106103988097.html
106104114038,一号线韦家碾处，简装套一，生活成本低,1号线(科学城-韦家碾),韦家碾站,双水康城A区 ,驷马桥,1室1厅 , 44.71平米 , 南 , 简装 , 高楼层(共6层)  ,, 板楼,0,12973,58,,https://cd.lianjia.com/ershoufang/106104114038.html
106102670486,绿地三期精装套三，采光好对中庭自住装修，保养好,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,3室1厅 , 92平米 , 北 , 精装 , 低楼层(共24层)  ,, 塔楼,2,16848,155,haskey:随时看房,https://cd.lianjia.com/ershoufang/106102670486.html
106102569252,绿地品质 新小区 底楼带花园 稀有户型,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 70平米 , 东南 , 简装 , 低楼层(共21层) , 2016年建 , 塔楼,5,20000,140,subway:近地铁,https://cd.lianjia.com/ershoufang/106102569252.html
106103072501,此房是简装房，视野无遮挡，安静，人车分流，交通..,1号线(科学城-韦家碾),韦家碾站,绿地世纪城 ,驷马桥,2室1厅 , 74平米 , 南 , 简装 , 中楼层(共16层) , 2016年建 , 塔楼,0,18919,140,subway:近地铁,https://cd.lianjia.com/ershoufang/106103072501.html
106103659453,沙河凤凰城跃层户型，跃层套三，利用空间大,1号线(科学城-韦家碾),韦家碾站,沙河凤凰城 ,驷马桥,3室2厅 , 110平米 , 东 , 简装 , 高楼层(共7层)  ,, 板楼,2,11819,130,,https://cd.lianjia.com/ershoufang/106103659453.html
